,Unnamed: 0,_id,date,favourites,language,latitude,longitude,retweets,tweet,user
1401,1401,5c9df930dd43f237785f9bb5,2019-03-29 10:53:31,0,en,13.85770556,100.64358473,0,#arhaankongpunch @ ตลาดถนอมมิตร https://t.co/m7t1UBZ3U7,PMPunch
1402,1402,5c9df94fdd43f237785f9bb7,2019-03-29 10:54:02,0,it,41.21106882,19.79283694,0,"Vaso Pasha jepet me qira apartament 1+1: Jepet me Qira apartament 1+1 ne rrugen Vaso Pasha , organizim sh ...… https://t.co/VmrBZ5oLlf",meemira
1403,1403,5c9df952dd43f237785f9bb9,2019-03-29 10:54:05,0,en,7.073060000000001,125.613,0,Our memories will last forever 💕🙏 @ Davao City https://t.co/JUbNKaxGTt,jessaabarico
1404,1404,5c9df97bdd43f237785f9bbb,2019-03-29 10:54:45,0,ar,32.61757147,44.03646105,0,"❁● قلدونا التلاوة ❁● 
:
سارعوا بتسجيل اسمائكم بتلاوة ختمة  
شهر { رجب الأصب }
:
حيث سيقوم بتلاوة الجزء (٢١) 
العلوي… https://t.co/sKcYQrML7u",haah1961
1405,1405,5c9df97cdd43f237785f9bbd,2019-03-29 10:54:47,0,ja,33.88745858,130.88448822,0,"I'm at あるあるCity - @aruarucity2 in 北九州市, 福岡県 https://t.co/kybpnF92WU",si_ta3012ayn
1406,1406,5c9df9a0dd43f237785f9bbf,2019-03-29 10:55:22,0,pl,52.210569,21.021937,0,"#dailymail Grenfell fraudster who claimed nearly £50,000 jailed for five years https://t.co/nK3BTFnBqM",pidybi
1407,1407,5c9df9b8dd43f237785f9bc1,2019-03-29 10:55:46,0,ru,51.138000000000005,71.4249,0,"#GBPUSD 
➖➖➖➖➖➖➖➖➖➖➖
,
,
🚀 Присоединяйтесь к нам сегодня! ссылка в био / описание тут @tarchanov
,
Как присоединить… https://t.co/GUUUga1aqF",tarchanov
1408,1408,5c9df9d7dd43f237785f9bc3,2019-03-29 10:56:17,0,en,51.4542645,-0.9781303,0,"Want to work in #Reading, England? View our latest opening: https://t.co/MdcogciccS #Purchasing",tmj_LON_purch
1409,1409,5c9df9f9dd43f237785f9bc5,2019-03-29 10:56:52,0,en,25.766125,-80.20566,0,Good Morning Miami! @ Brickell Area https://t.co/TncepBernF,acreliable
1410,1410,5c9df9fedd43f237785f9bc7,2019-03-29 10:56:57,0,en,1.2879200000000002,103.84874,0,#bachormee #mincedporknoodles #singapore #singaporeancuisine #bkeatinghouse #neverhaveenough #craving @ BK Eating H… https://t.co/AaTGYjbhGz,dee_cat
1411,1411,5c9dfa37dd43f237785f9bc9,2019-03-29 10:57:53,0,ja,38.05959734,140.77875249,0,I'm at ファミリーマート船岡東四丁目店 in 宮城県 https://t.co/tYeCpRzb2J,seresuke
1412,1412,5c9dfa77dd43f237785f9bcb,2019-03-29 10:58:57,0,ja,35.70072046,139.77167012,0,"最近よく行く (@ アイランド 秋葉原店 in 千代田区, 東京都) https://t.co/gJnw8d4gyj",Ericsson_Mobile
1413,1413,5c9dfa7edd43f237785f9bcd,2019-03-29 10:59:05,0,es,48.8569,2.3412,0,@1pseudodeplus the 1st mention of 'Cléo de 5' appears on your TL. Now is Trending Topic in France! #trndnl,trendinaliaFR
1414,1414,5c9dfa8edd43f237785f9bcf,2019-03-29 10:59:20,0,es,10.493,-66.921,0,"💢BUEN APETITO💢
.

Buenos días para todos, estamos acostumbrados a que nuestros desayunos estén llenos de carbohidra… https://t.co/gaiECJ2WYe",yovivofit
1415,1415,5c9dfaaadd43f237785f9bd1,2019-03-29 10:59:48,0,pt,-13.5819209,-56.953125,0,Se liga nesses cachinhos hiper definidos  chega estão de pé! em Meu Mundo Preto e Branco https://t.co/hD6jF0uwZD,albertluks
1416,1416,5c9dfaabdd43f237785f9bd3,2019-03-29 10:59:49,0,ja,35.45346508,139.6088833,0,"I'm at 西横浜駅 - @sotetsu_pr in 横浜市, 神奈川県 https://t.co/ANqghSiNcH",Odakyupoke_main
1417,1417,5c9dfabcdd43f237785f9bd5,2019-03-29 11:00:06,0,ja,35.690858,139.770018,0,"I'm at 寿司バル弁慶 in 千代田区, 東京都 https://t.co/rm3Uzt8rcE",Shurimp
1418,1418,5c9dfac3dd43f237785f9bd7,2019-03-29 11:00:13,0,en-gb,50.7886994,-1.0750918,0,"Happy Friday! Get 2 for 1 tickets on selected shows this weekend when you use the code 'TREATYOSELF'. 😊✨

Take a ga… https://t.co/JCxgkbMXNj",KingsTheatre
1419,1419,5c9dfadddd43f237785f9bd9,2019-03-29 11:00:39,0,pt,-25.5365866,-54.5842493,0,#bomdia buscando conhecimento para sempre oferecer o melhor aos nossos clientes. #business #ibusiness2019… https://t.co/YMs9hhHH95,lcainformatica
1420,1420,5c9dfaffdd43f237785f9bdb,2019-03-29 11:01:13,0,de,52.574214000000005,13.127555,0,"11:58 CET: 🌡12,6℃, 🌀  SW, Ø 4 ㎞/h, 🔝 11 ㎞/h, Luftfeuchte: 60%, 💧 (stdl.) 0,0㎜, Druck: 1031 ㍱, langsam fallend https://t.co/US0HPxkiMj",_FalkenseeDE
1421,1421,5c9dfb0add43f237785f9bdd,2019-03-29 11:01:25,0,en,41.93397,-71.9367,0,Guess what day it is?? Oh and we have a special guest greeter this morning! Yup it's free coffee Friday! End of the… https://t.co/hV5tVduuq3,BakerBillsBuns
1422,1422,5c9dfb0bdd43f237785f9bdf,2019-03-29 11:01:26,0,pt,-20.8156677,-49.50594684,0,"I'm at Auto Posto Palmera in Mirassol, São Paulo https://t.co/eb66dKXIzr",sys530
1423,1423,5c9dfb16dd43f237785f9be1,2019-03-29 11:01:36,0,en,36.9792,-76.4291,0,"“Talent develops in quiet, character in the torrent of the world.” -Johann Wolfgang Von Goethe @ Newport News, Virg… https://t.co/bKfFbPqJHN",ReneeBeamer
1424,1424,5c9dfb23dd43f237785f9be3,2019-03-29 11:01:50,0,pt,-20.81268396,-49.50268953,0,"I'm at Praça Dr. Anisio José Moreira in Mirassol, São Paulo https://t.co/kjxJVKH4Xg",sys530
1425,1425,5c9dfb48dd43f237785f9be5,2019-03-29 11:02:26,0,ru,56.0167,93.0667,0,"🇷🇺Спортсмен сборной Великобритании 🇬🇧 Джеймс Брэмли делится яркими снимками с Зимней универсиады-2019 📷

🇬🇧Athlete… https://t.co/q2IZGJjnu8",Krasnoyarsk2019
1426,1426,5c9dfb49dd43f237785f9be7,2019-03-29 11:02:27,0,ko,35.16863608,128.97445193,0,벚꽃길 너무 이쁘다👄 (@ 삼락강변공원) https://t.co/Af7vjTSFqx,dalkigirl7618
1427,1427,5c9dfb54dd43f237785f9be9,2019-03-29 11:02:39,0,ja,35.63356101,139.53464829,0,"I'm at 武蔵家 稲田堤店 in 川崎市, 神奈川県 https://t.co/Mq9U0spVUt",star_blast
1428,1428,5c9dfb6fdd43f237785f9beb,2019-03-29 11:03:05,0,en,3.20437269,101.70238445,0,"Its not normal normal (@ KL Traders Square in Setapak, KUALA LUMPUR) https://t.co/EKOCw7K06n https://t.co/J37RjUuGqt",azwenggg
1429,1429,5c9dfb72dd43f237785f9bed,2019-03-29 11:03:09,0,en,56.706922,-2.4661150000000003,0,"Click the link in our bio to see currently open #Purchasing jobs like ""Lead Sourcing Specialist"" at General Electric in #Montrose, Scotland.",tmj_GBR_purch
1430,1430,5c9dfb93dd43f237785f9bef,2019-03-29 11:03:41,0,en,41.82843,-71.51605,0,New road construction layout in #Johnston on I 295 NB at EX 9A - Rt 6 #traffic https://t.co/8Iu0AzX4Av,TotalTrafficPVD
1431,1431,5c9dfba5dd43f237785f9bf1,2019-03-29 11:04:00,0,ja,35.032015200000004,138.93180855,0,温泉街の殺し屋 場所: 伊豆長岡温泉 https://t.co/Bi8gu4H6mZ,nekosenbei
1432,1432,5c9dfbabdd43f237785f9bf3,2019-03-29 11:04:05,0,ja,35.9399656,139.31460968,0,"I'm at ローソン 毛呂山長瀬店 - @akiko_lawson in 入間郡毛呂山町, 埼玉県 https://t.co/YNdxVJOSnm",airon_unigmo
1433,1433,5c9dfbb4dd43f237785f9bf5,2019-03-29 11:04:15,0,en,35.7,139.88299999999998,0,". 
ラメネイル💅
 #キラキラネイル… https://t.co/M65J6m0eOx",m84601364
1434,1434,5c9dfbb6dd43f237785f9bf7,2019-03-29 11:04:17,0,fi,60.1708,24.9375,0,"Päivän ruokailun pää ainekset.
Pientä fiksausta ja hyvää tulee.
#lasagne #ruokailu #kotikokkivauhdissa @ Helsinki https://t.co/V3OmJ8vgrN",ItkonenLasse
1435,1435,5c9dfbe2dd43f237785f9bf9,2019-03-29 11:05:00,0,ja,36.051065,139.100856,0,"I'm at アイサーフ株式会社 - @i_surf in 秩父市, 埼玉県 https://t.co/CehAtLMlTl",nkkn1017
1436,1436,5c9dfbe7dd43f237785f9bfb,2019-03-29 11:05:06,0,pt,-22.37825388,-41.78903103,0,I'm at Macaé - @macaeprefeitura in RJ https://t.co/0sh8pU1nBE,naval_rj
1437,1437,5c9dfbfadd43f237785f9bfd,2019-03-29 11:05:24,0,fr,48.86204682,2.34691143,0,"Da real DJ from Japan
#TalkBox #Prodige #Funk #HipHop #ComputerLove #Zapp #Roger #Troutman #LiveShow #Paris #Singer… https://t.co/0NO8XXEWRt",prodige4u
1438,1438,5c9dfbfedd43f237785f9bff,2019-03-29 11:05:29,0,en,16.45991136,99.52863322,0,"Target reached
ก็.. สบายๆอยู่นะ ไม่ปวดไหล่ปวกแขนเหมือนตอนไปเพชรบูรณ์ แต่ก็ปวดก้นอยู่ ฮะฮะ @ Green Park Hotel https://t.co/1N6u1dCZ0Z",peace1pad
1439,1439,5c9dfbffdd43f237785f9c01,2019-03-29 11:05:30,0,it,45.964929999999995,12.64453,0,"Al PIFF 2019 a @comunepordenone #forzaragazzi @ Pordenone, Italy https://t.co/i4BOpCqvHf",DanieleMolmenti
1440,1440,5c9dfc03dd43f237785f9c03,2019-03-29 11:05:34,0,pt,-25.592756,-49.408253,0,"Temos um lugar adequado para melhor atendê-los. Venham conferir! 
#grafica #life #print em Araucária https://t.co/HYj8Knm01B",Alewm78
1441,1441,5c9dfc07dd43f237785f9c05,2019-03-29 11:05:37,0,es,-16.6869,-49.2707,0,"STF reafirma unicidade da representação judicial nos Estados e no DF https://t.co/gZoGx3HFS5
Nessa foto destaco a p… https://t.co/XQnG04Xocy",marcelloterto
1442,1442,5c9dfc10dd43f237785f9c07,2019-03-29 11:05:46,0,en,-33.52185,-70.59863,0,"Terminado. Jardín del Colibri en La Florida, Chile https://t.co/kHsEvbRtRL",crgomezf
1443,1443,5c9dfc10dd43f237785f9c09,2019-03-29 11:05:47,0,ja,35.7061,139.559,0,"三鷹北口の会社さんです。こちらにも貼っていただきました！嬉しい限り😭
#武蔵野市 #市議会議員 #市議会議員選挙 #三鷹 
#本の多いほうの本多です 
#ほから始まりほで終わる 
#夏帆の帆はほたての帆 場所: Musashino… https://t.co/9zwB9dP7VD",natsuhonda8
1444,1444,5c9dfc1edd43f237785f9c0b,2019-03-29 11:06:00,0,en,19.151108699999998,18.61680292,0,"It would have been better if you, @ronnieo147, had tweeted “@Raybar180 doing [their] own tour” instead. ‘There’ is… https://t.co/ADV7oVr615",_grammar_
1445,1445,5c9dfc1edd43f237785f9c0d,2019-03-29 11:06:01,0,en-gb,-6.28700199,106.72558811,0,Eits kata siapa di Aceh gak ada apa-apa? Jangan salah dulu. Kemarin itu waktu trip #PesonaSabang bareng… https://t.co/7VFfsZ15UJ,harivalzayuka
1446,1446,5c9dfc20dd43f237785f9c0f,2019-03-29 11:06:02,0,tr,40.22163296,28.91663318,0,"I'm at Özlüce in Nilüfer, Bursa https://t.co/Q4z3nT1XoO",10ur_cannn
1447,1447,5c9dfc20dd43f237785f9c11,2019-03-29 11:06:02,0,ja,35.087375,137.155473,0,"I'm at 矢場とん 豊田T-FACE店 in 豊田市, 愛知県 https://t.co/X26s5Wdcg6",hanemomoking
1448,1448,5c9dfc24dd43f237785f9c13,2019-03-29 11:06:06,0,en,37.5373,-77.4371,0,"Macie rocking that dylanreesemusic hat!! #Vanilla  #MorningCoffee @ Richmond, Virginia https://t.co/PaNTGEFmS8",BigV12
1449,1449,5c9dfc2ddd43f237785f9c15,2019-03-29 11:06:16,0,ja,35.66712344,139.70393123,0,"I'm at つばきファクトリーカフェ 喫茶カメリア - @cafe_camellia in 渋谷区, 東京都 https://t.co/fj4TfD3KTv",jacky696a
1450,1450,5c9dfc49dd43f237785f9c17,2019-03-29 11:06:43,0,pt,-22.93907481,-43.35468781,0,"💭🍃👐💪......
#365Dias
#2019 #88_365 #Dia29 #VamoQueVamo #Simbora em Freguesia-Jacarepaguá https://t.co/O2zNFaTJjL",marciaffc09
1451,1451,5c9dfc66dd43f237785f9c19,2019-03-29 11:07:13,0,en,20.86,106.68,0,Hai Phong: 6:06pm: sunset,HaiPhongVN
1452,1452,5c9dfc79dd43f237785f9c1b,2019-03-29 11:07:32,0,ja,35.7167,139.467,0,なう❤ 場所: いきなりステーキ国分寺店 https://t.co/Ml0CZNgkFm,pooooochanZ
1453,1453,5c9dfc9edd43f237785f9c1d,2019-03-29 11:08:08,0,ja,35.68410738,139.88184139,0,"大ヤサイマシ(マシ)アブラカラメニンニク (@ ラーメン二郎 環七一之江店 - @ichinoejiro in 江戸川区, 東京都) https://t.co/TG4FY1d2Of https://t.co/xk1DuAiY85",sahimitu
1454,1454,5c9dfcc8dd43f237785f9c1f,2019-03-29 11:08:51,0,en,19.058890899999998,73.0796335,0,"Open plots for investment purposes #ResidentialPlot #Land #ForSale #Ranjanpada #NaviMumbai #Residential #Property
https://t.co/8dTyiKGt8Z",propertiesindia
1455,1455,5c9dfd14dd43f237785f9c21,2019-03-29 11:10:06,0,en,28.37373469,-81.54976394,0,Another reason I love living in central Florida. Ran over to epcot_center to see berlinofficialband and they were b… https://t.co/l5xfdwEVTJ,kmcerick
1456,1456,5c9dfd2cdd43f237785f9c23,2019-03-29 11:10:30,0,en,45.33,-75.58,0,Fri 07:00: Mostly Cloudy; Temp 2.3 C; Wind W 11 km/h; Humidity 82%; Press 101.6 kPa / rising. https://t.co/Yy7PYB7T1t,wc_ottawa
1457,1457,5c9dfd4cdd43f237785f9c25,2019-03-29 11:11:02,0,en,14.45369703,120.42153378,0,"Ang init besh. 

📸metsingbagatsing @ Camaya Coast Beach Resort &amp; Properties https://t.co/ETJwu2W34i",thecoolicesack
1458,1458,5c9dfd59dd43f237785f9c27,2019-03-29 11:11:16,0,en,-37.8156,144.9661,0,"Frequently kind and suddenly cruel. @ Melbourne, Victoria, Australia https://t.co/9mP17fJYmh",Keanboi27
1459,1459,5c9dfd9bdd43f237785f9c29,2019-03-29 11:12:21,0,nl,52.349740000000004,4.6742,0,"'Schoolfoto's' maken is gewoon écht TE GRAPPIG ;-)

#origineleschoolfotografie #geensaaiachterwand… https://t.co/cFBjUIKB1I",studioXammes
1460,1460,5c9dfda5dd43f237785f9c2b,2019-03-29 11:12:31,0,ja,38.25739513,140.87307775,0,"Thanks SOLD〜
80s champion.
""mac tools"" tee.

#mactools #champion #vintagechampion #vintagetee #vintageclothing… https://t.co/koYMlNaoIK",TruevintageS
1461,1461,5c9dfda5dd43f237785f9c2d,2019-03-29 11:12:32,0,en,51.50054124,-0.14149289999999998,0,Nikki Sixx Dishes 'The Dirt' on Netflix's New Mötley Crüe Biopic: Q&amp;A - Pollstar https://t.co/QrXBWrtWJj,SexPistolsUK
1462,1462,5c9dfda9dd43f237785f9c2f,2019-03-29 11:12:35,0,en,40.776765000000005,-74.04337,0,Updated: Construction on #NJ495 Both directions from NJ 3 to East of Kennedy Boulevard https://t.co/AClVxQT3vi,511nyNJ
1463,1463,5c9dfdc4dd43f237785f9c31,2019-03-29 11:13:02,0,ja,35.17055267,136.97650380000002,0,"I'm at 平和公園 in 名古屋市, 愛知県 https://t.co/Ct4ctVfqX4",Gojji80
1464,1464,5c9dfdc4dd43f237785f9c33,2019-03-29 11:13:02,0,pt,38.74751841,-9.09904258,0,GNR multou ICNF por falta de limpeza da Mata Nacional de Leiria https://t.co/Tya0OK6Z23 Em https://t.co/MDmhqgtnSp https://t.co/MbZcx0CumJ,TSFRadio
1465,1465,5c9dfdcadd43f237785f9c35,2019-03-29 11:13:08,0,en,38.0667,46.3,0,"عدم توجه به نماسازی ساختمان اداره برق تبریز در هسته مرکزی و پرتردد شهر!
.
@nasrnews_ir @ Tabriz, Iran https://t.co/9X2ctHfrVl",nasrnews_ir
1466,1466,5c9dfdcadd43f237785f9c37,2019-03-29 11:13:08,0,en,-34.6089,-58.4397,0,"Tortas y Cupcakes 🧁 Personalizadas! 🍪🍩

Galletas 🍪                                      Mesa de Postres
Mesa de Dul… https://t.co/GukRzC9xdp",Milicupcakes
1467,1467,5c9dfde1dd43f237785f9c39,2019-03-29 11:13:31,0,en,-1.2833299999999999,36.8167,0,"Just posted a photo @ Nairobi, Kenya https://t.co/owoGP0Vmqt",KMsafee
1468,1468,5c9dfde4dd43f237785f9c3b,2019-03-29 11:13:35,0,ja,34.65946238,133.88081873,0,"I'm at TSUTAYA 大安寺店 in 岡山市, 岡山県 https://t.co/SSAjt6ig5U",DSK_ZN6
1469,1469,5c9dfdebdd43f237785f9c3d,2019-03-29 11:13:42,0,en,32.9673,-96.9866,0,"Digging this new workout hoodie @ Coppell, Texas https://t.co/ouHjvtOK67",KendawgDMFT
1470,1470,5c9dfdf2dd43f237785f9c3f,2019-03-29 11:13:48,0,en,24.70209269,54.66037492,0,"اللهُم في ⁧يوم_الجمعه⁩ :
إرزُقنا إستجَابة لدعائِنا وأمانِينا المُنتظرة ❤️. @ Taweelah https://t.co/tXvb6FS7n5",GalaAl3ain
1471,1471,5c9dfe1edd43f237785f9c41,2019-03-29 11:14:33,0,en,40.799769,-81.376598,0,Ballast Point Passion Fruit Sculpin IPA cans now available. https://t.co/WwFnbaQ2gf @bpbrewing #BeerMenus,theauricleoh
1472,1472,5c9dfe35dd43f237785f9c43,2019-03-29 11:14:56,0,ja,36.50729125,139.86653678,0,"I'm at ヨークベニマル 若松原店 in Utsunomiya, Tochigi-ken https://t.co/IVVAfurxlY",magichighschool
1473,1473,5c9dfe3fdd43f237785f9c45,2019-03-29 11:15:06,0,es,39.56722222,-1.20666667,0,"Una de mis extrañas pasiones que no se ni como aprendi a tocarla,(en Ámsterdam,Holanda),haya por el 2002,y que me e… https://t.co/J6CiOGoSe8",RgaJuan
1474,1474,5c9dfe72dd43f237785f9c47,2019-03-29 11:15:56,0,es,-25.29092703,-57.59518126,0,Por fin Viernes! (@ Procuraduria General De La Republica in Asuncion) https://t.co/M3fVcPDqZL,arturoatyra
1475,1475,5c9dfe80dd43f237785f9c49,2019-03-29 11:16:10,0,it,45.48952,9.167539999999999,0,"Bottles you find at mulligans_irish_pub_milano - there’s no need to say anything, ain’t it? Impressive collection b… https://t.co/aTcEvrS02W",whisky_facile
1476,1476,5c9dfe88dd43f237785f9c4b,2019-03-29 11:16:18,0,tr,39.91696095,32.81193002,0,I'm at Ankara-Sinop Karayolu https://t.co/NaNLBkvjxj,busicim
1477,1477,5c9dfe88dd43f237785f9c4d,2019-03-29 11:16:19,0,ja,35.7075258,139.95892849,0,"I'm at 西船橋駅 in 船橋市, 千葉県 https://t.co/RMTj10f5Kn",negithink
1478,1478,5c9dfe8edd43f237785f9c4f,2019-03-29 11:16:24,0,en,14.51931217,121.01965364,0,"#AngHulingElBimbo (@ Newport Performing Arts Theater in Pasay City, Metro Manila) https://t.co/9fiUus2izr",iamjhian
1479,1479,5c9dfe96dd43f237785f9c51,2019-03-29 11:16:33,0,ja,32.830175,130.069778,0,I'm at 純粋黒豚  六白 https://t.co/dKP5hPOx9t,mkn_gpz
1480,1480,5c9dfeafdd43f237785f9c53,2019-03-29 11:16:57,0,ja,35.44516037,139.63494553,0,"I'm at マリナード 地下街 in 横浜市, 神奈川県 https://t.co/bbfRLUtasT",NogeZero_syuvi
1481,1481,5c9dfebadd43f237785f9c55,2019-03-29 11:17:09,0,ja,52.3824,4.8995,0,[20:17:09] 185.198.57.147:34087 &gt;&gt; :10015 (TCP:SYN),infosrv
1482,1482,5c9dfebbdd43f237785f9c57,2019-03-29 11:17:09,0,es,19.42646667,-99.19573333,0,Pre festejo :) https://t.co/9QOAnxu5SY,JessieJess31
1483,1483,5c9dfed3dd43f237785f9c59,2019-03-29 11:17:33,0,es,-33.42321383,-70.65181086,0,"Mas atrasado (@ Facultad de Odontología - Universidad de Chile in Independencia, Región Metropolitana) https://t.co/OWZWO5aiBx",carlosandre_s
1484,1484,5c9dfed9dd43f237785f9c5b,2019-03-29 11:17:40,0,ru,28.268611,-16.605556,0,Всем привет! @ Tenerife https://t.co/6O89AfwUTN,Gid_Tenerife
1485,1485,5c9dfef3dd43f237785f9c5d,2019-03-29 11:18:04,0,en,40.7744,-73.9529,0,41% Off Blowout at Blo Blow Dry Bar https://t.co/R8uVZvjDDm,SBCNewYorkCity
1486,1486,5c9dff0fdd43f237785f9c5f,2019-03-29 11:18:33,0,en,-26.0,28.0,0,#Bullyproof - a workshop for Primary or High School learners.  This course is one of our outsourced #schoolskills m… https://t.co/KrkqNoMz1i,metapsych_sa
1487,1487,5c9dff74dd43f237785f9c61,2019-03-29 11:20:14,0,en,52.51927009,-1.80499119,0,Free 🥾 boots 😂 https://t.co/MxVsMPBKOX,Richardhydexxx
1488,1488,5c9dff8bdd43f237785f9c63,2019-03-29 11:20:37,0,en,40.7142,-74.0064,0,"Yankees are in sole possession of 1st place!!!!! @ New York, New York https://t.co/8n156bEnob",J_Salgo
1489,1489,5c9dffa9dd43f237785f9c65,2019-03-29 11:21:07,0,en,7.361547900000001,-2.3089987,0,#News #MediaWatch #Newsnight #NewsAlert #NewsDay #political #PoliticalParties #HumanTrafficking #slavery… https://t.co/MEc3Q2rvCS,TatianaBerkoh
1490,1490,5c9dffc2dd43f237785f9c67,2019-03-29 11:21:32,0,en,14.5724,121.0621,0,ELISSE @ElisseJoson Styled by @carveysam @myrrhlaoto for @myrrhlaoto Hair by janbenj13 Thank you @gidgetdc… https://t.co/NcnmxLIucf,tingduque
1491,1491,5c9dffc7dd43f237785f9c69,2019-03-29 11:21:37,0,it,43.0,12.0,0,"Throwback from last week when I was on late shift. The moon was simply spectacular 📸😌👮🌍
.
.
.
.
.
.
.
.
.
.
Photo t… https://t.co/fjLphzevTW",JeanineWormwood
1492,1492,5c9dffcedd43f237785f9c6b,2019-03-29 11:21:44,0,en,13.73835483,100.55804602,0,Ready for nutrients. Korean style @ JangWon BBQ 장원 https://t.co/Scp4yWP187,jaladesigns
1493,1493,5c9e000bdd43f237785f9c6d,2019-03-29 11:22:46,0,pt,-22.915699,-43.178952,0,Ainda sobre ontem rolê RJ em Escadaria Selarón https://t.co/e2ZRgDHAeo,marcelodelimar
1494,1494,5c9e0021dd43f237785f9c6f,2019-03-29 11:23:07,0,ja,24.67226185,120.99314556,0,"🐖 と ん す け 🐰
飯田の遅めbirthday会 !! やっと21か〜！おめでとう💓💓
ガレットおいしかった🤗
アオハルは難しい
#アオハル #birthday #OMEDETO #おなかいっぱい幸せ #自分が盛れてるのを選ぶ… https://t.co/aFzeb5i018",pupu970821
1495,1495,5c9e002fdd43f237785f9c71,2019-03-29 11:23:22,0,en,53.61966999999999,-2.1109400000000003,0,Great defending!😂 @ The Soccer Village https://t.co/skx0bcnx1K,SVmilnrow
1496,1496,5c9e0041dd43f237785f9c73,2019-03-29 11:23:39,0,it,41.88416667,12.49444444,0,My fav place in town #park #rome #villaceli @ Villa Celimontana https://t.co/6x0I7gNkV6,xlorenzobx
1497,1497,5c9e0066dd43f237785f9c75,2019-03-29 11:24:16,0,en,42.32147,-71.05696,0,TFW you’re early enough to school to stop and grab breakfast. #eatlocal @ Sugarbowl Cafe https://t.co/iKOdQ3q4dR,dannrusso
1498,1498,5c9e0071dd43f237785f9c77,2019-03-29 11:24:28,0,es,-34.6086,-58.3734,0,"Acaba de publicar una foto en Buenos Aires, Argentina https://t.co/zZQsktUxte",MarceF_69
1499,1499,5c9e007edd43f237785f9c79,2019-03-29 11:24:40,0,en,8.09748174,98.98154549,0,"I'm at Krabi International Airport in Nuea Khlong, Krabi https://t.co/6YlsQhrwtR",muhd_zareen
1500,1500,5c9e00addd43f237785f9c7b,2019-03-29 11:25:28,0,id,-6.17830563,106.63188934,0,"Alhamdulillah Berdua Sahabat Relawan YKBS Ibu Amrina
InsyaAlloh  Sore  ini bu Amrina tugas di Ramayana Ciledug 
Yan… https://t.co/UbPlI9Q8Fd",niasyoshie
1501,1501,5c9e00e0dd43f237785f9c7d,2019-03-29 11:26:19,0,en,18.80171051,98.96810518,0,"I'm at Rin Kham Intersection in Mueang Chiang Mai, Chiang Mai https://t.co/dTwxFgGeAX",iJune_lol
1502,1502,5c9e00ecdd43f237785f9c7f,2019-03-29 11:26:30,0,en,52.47892504,-1.89326291,0,You can tell from the first go kama ni KILAZA init … 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️,Splashy23_
1503,1503,5c9e00eedd43f237785f9c81,2019-03-29 11:26:32,0,ja,33.85208868,132.78622719,0,"中の人と一緒に明日への英気を養いに道後温泉へ。いいお湯♨︎😌でした♪
湯上りの「ルービー」🍺も最高！
#オオサカシオン
#道後温泉本館 
#湯上りビール 場所: 道後温泉本館 https://t.co/uh2WGVdtR3",shion_stage
1504,1504,5c9e0102dd43f237785f9c83,2019-03-29 11:26:52,0,ja,35.69099769,139.70480667,0,"I'm at 新宿三丁目駅 in 新宿区, 東京都 https://t.co/c7JaBSpLSj",marutrium
1505,1505,5c9e0108dd43f237785f9c85,2019-03-29 11:26:58,0,en,43.7166,-79.3407,0,"We bring the power...
What's your skill?
200amp service through a chimney stack ready for connection #torontohydro… https://t.co/pZdAjRVaHW",Hotwire2001
1506,1506,5c9e0184dd43f237785f9c87,2019-03-29 11:29:03,0,ja,35.5987565,139.61155073,0,"I'm at 武蔵溝ノ口駅 - @jreast_official in 川崎市, Kanagawa-ken https://t.co/SIj3hWbMwe",k0ta_W
1507,1507,5c9e0199dd43f237785f9c89,2019-03-29 11:29:24,0,ja,38.25739513,140.87307775,0,"It's Arrived.
50s GABARDINE JACKET.
FLAKE PATTERN.
WESTERN SPORTSWEAR.
""California Trends""
Size M.
肩幅　47.5cm
身幅　54c… https://t.co/l7lYZNYLCK",TruevintageS
1508,1508,5c9e01a4dd43f237785f9c8b,2019-03-29 11:29:34,0,en,21.3275567,81.6454608,0,"Thanks for rebroadcast #ChowkidarNarendraModi interview 

I am watching #ModiSpeaksToBharat https://t.co/ewiuPR4XRD",bhagvat_sahu
1509,1509,5c9e01a8dd43f237785f9c8d,2019-03-29 11:29:39,0,pt,-10.43765,-39.33222,0,"Acabou de publicar uma foto em Monte Santo, Bahia, Brazil https://t.co/KgfnOr1PxR",RMGRAVACOESBA
1510,1510,5c9e01b3dd43f237785f9c8f,2019-03-29 11:29:49,0,pt,-1.41879581,-48.44601297,0,"I'm at Tuna Luso Brasileira in Belém, PA w/ @rutinhavieira12 @edivaldolimanas @nilzadamata08 https://t.co/GE2xJldWtI",AlessandradeJe5
1511,1511,5c9e01f3dd43f237785f9c91,2019-03-29 11:30:53,0,en,41.05541011,28.98713171,0,".
تمتع بمشاهدة مباراة القمة بين الاهلى و الزمالك غداً السبت
مع احلى الاجواء فى كايرو رستورانت⚽⚽
.
مطعم كايرو - Cair… https://t.co/2H3lt9Rhfi",CairoRes
1512,1512,5c9e01fbdd43f237785f9c93,2019-03-29 11:31:02,0,en,66.3182,-157.2155,0,"USGS reports a M2.7 #earthquake 67km SSW of Kobuk, Alaska on 3/29/19 @ 11:25:19 UTC https://t.co/m0XqrNZpJJ #quake",everyEarthquake
